id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la
74554;Train/aja_pm20000218_osa_5_ud211.conllu;Saksamaa Kristlik-Demokraatliku Liidu ( CDU ) liidri Wolfgang Schäuble tagasiastumine ärgitas hulgaliselt spekulatsioone selle kohta , kes tema mantlipärijana peaks hakkama CDUd päästma Helmut Kohli jäetud rahasegadustest .;0;8;Saksamaa;free;Kristlik-Demokraatliku Liidu ( CDU ) liidri Wolfgang Schäuble tagasiastumine ärgitas hulgaliselt spekulatsioone selle kohta , kes tema mantlipärijana peaks hakkama CDUd päästma Helmut Kohli jäetud rahasegadustest .;100.0;100.0;100.0
74577;Dev/aja_luup200009_ud211.conllu;Sotsiaalministeeriumi rahvatervise osakonna juhataja Piret Laur tunnistab , et konkursi väljakuulutamise hetkel polnud tõesti 100 protsenti kindel , kas taotluste rahuldamiseks vajalikud rahad tulevad või mitte .;0;21;Sotsiaalministeeriumi;free;rahvatervise osakonna juhataja Piret Laur tunnistab , et konkursi väljakuulutamise hetkel polnud tõesti 100 protsenti kindel , kas taotluste rahuldamiseks vajalikud rahad tulevad või mitte .;100.0;100.0;100.0
74583;Train/aja_sloleht20071217_ud211.conllu;See , keda teie peate flirtivaks vastassoo esindajaks , võib tegelikult olla arvutiprogramm .;33;42;vastassoo;free;See , keda teie peate flirtivaks esindajaks , võib tegelikult olla arvutiprogramm .;100.0;100.0;100.0
74595;Train/tea_toohoive.conllu;Majanduskasvu ja tehnoloogia mõju töötusele ja tööhõivele;0;28;Majanduskasvu ja tehnoloogia;free;mõju töötusele ja tööhõivele;100.0;100.0;100.0
74596;Train/tea_toohoive.conllu;Majanduskasvu ja tehnoloogia mõju töötusele ja tööhõivele;34;57;töötusele ja tööhõivele;free;Majanduskasvu ja tehnoloogia mõju ;100.0;100.0;100.0
74605;Train/aja_luup200106_osa_5_ud211.conllu;Viiburi ei suutnud siiski Vene kaubandust kohapeal hoida ja 1559. aastal viisid venelased oma lao hoopis Narva .;90;93;oma;free;Viiburi ei suutnud siiski Vene kaubandust kohapeal hoida ja 1559. aastal viisid venelased lao hoopis Narva .;100.0;100.0;100.0
74613;Train/tea_toohoive.conllu;"1 ) kas ettevõtte töötajate arvu muutumine sõltub harust , milles ettevõte tegutseb ;";8;17;ettevõtte;free;"1 ) kas töötajate arvu muutumine sõltub harust , milles ettevõte tegutseb ;";100.0;100.0;100.0
74619;Train/aja_epl20061216_ud211.conllu;"Franz Gattermann , te pole veel oma sportlaste "" vahistamist "" Itaalia karabinjeeride poolt meedias eriti kommenteerinudki .";63;91;Itaalia karabinjeeride poolt;free;"Franz Gattermann , te pole veel oma sportlaste "" vahistamist "" meedias eriti kommenteerinudki .";100.0;100.0;100.0
74635;Train/aja_ee200110_osa_10_ud211.conllu;Tartu maitse imbumine Tallinna , näiteks ööklubi Decolte avapeo ja sisekujunduse kujul .;31;86;, näiteks ööklubi Decolte avapeo ja sisekujunduse kujul;free;Tartu maitse imbumine Tallinna .;100.0;100.0;100.0
74660;Train/aja_luup200106_osa_2_ud211.conllu;Selle tagajärjel muutuvad Eesti karistusasutused veelgi ülerahvastatumaks .;0;5;Selle;free;tagajärjel muutuvad Eesti karistusasutused veelgi ülerahvastatumaks .;100.0;100.0;100.0
74661;Train/aja_luup200106_osa_2_ud211.conllu;Selle tagajärjel muutuvad Eesti karistusasutused veelgi ülerahvastatumaks .;26;31;Eesti;free;Selle tagajärjel muutuvad karistusasutused veelgi ülerahvastatumaks .;100.0;100.0;100.0
74667;Train/aja_ee200110_osa_5_ud211.conllu;Sealtkandist pärineb enamik tsehhi töötajatest .;28;34;tsehhi;free;Sealtkandist pärineb enamik töötajatest .;100.0;100.0;100.0
74671;Train/aja_luup200106_osa_5_ud211.conllu;Tõsi , praegu selline riigiloome enam võimalik pole - 1982. aasta detsembris keelas ÜRO oma mereõiguse konventsiooniga kuulutada rahvusvahelistes vetes asuvaid tehissaari iseseisvaks .;88;91;oma;free;Tõsi , praegu selline riigiloome enam võimalik pole - 1982. aasta detsembris keelas ÜRO mereõiguse konventsiooniga kuulutada rahvusvahelistes vetes asuvaid tehissaari iseseisvaks .;100.0;100.0;100.0
74681;Train/tea_AA_05_6_ud211.conllu;Kui lühidalt meenutada , siis olenevalt käsuvoo töötluse korraldusest protsessoris eristatakse enamasti järgmisi põhilisi arhitektuurseid lahendusi .;70;82;protsessoris;free;Kui lühidalt meenutada , siis olenevalt käsuvoo töötluse korraldusest eristatakse enamasti järgmisi põhilisi arhitektuurseid lahendusi .;100.0;100.0;100.0
74682;Train/tea_toohoive.conllu;Töö esimeses osas esitame uuringu kontseptsiooni koos teoreetiliste ja metodoloogiliste lähenemiste ülevaatega .;0;3;Töö;free;esimeses osas esitame uuringu kontseptsiooni koos teoreetiliste ja metodoloogiliste lähenemiste ülevaatega .;100.0;100.0;100.0
74688;Train/tea_geofyysika.conllu;Suurema tihedusega piirkondades võib toimuda aine akretsioon Päikesesüsteemi .;61;76;Päikesesüsteemi;free;Suurema tihedusega piirkondades võib toimuda aine akretsioon .;100.0;100.0;100.0
74714;Train/aja_epl20061216_ud211.conllu;Kuuenädalase koolituskursuse raames tutvustavad Eesti eksperdid kaasaegse politseitöö aluseid , uuemaid meetodeid korrakaitsepolitsei töö organiseerimisel ning koolitamisel .;48;53;Eesti;free;Kuuenädalase koolituskursuse raames tutvustavad eksperdid kaasaegse politseitöö aluseid , uuemaid meetodeid korrakaitsepolitsei töö organiseerimisel ning koolitamisel .;100.0;100.0;100.0
74716;Train/aja_epl20061216_ud211.conllu;Kuuenädalase koolituskursuse raames tutvustavad Eesti eksperdid kaasaegse politseitöö aluseid , uuemaid meetodeid korrakaitsepolitsei töö organiseerimisel ning koolitamisel .;114;133;korrakaitsepolitsei;free;Kuuenädalase koolituskursuse raames tutvustavad Eesti eksperdid kaasaegse politseitöö aluseid , uuemaid meetodeid töö organiseerimisel ning koolitamisel .;100.0;100.0;100.0
74718;Train/aja_epl20061216_ud211.conllu;Kuuenädalase koolituskursuse raames tutvustavad Eesti eksperdid kaasaegse politseitöö aluseid , uuemaid meetodeid korrakaitsepolitsei töö organiseerimisel ning koolitamisel .;114;172;korrakaitsepolitsei töö organiseerimisel ning koolitamisel;free;Kuuenädalase koolituskursuse raames tutvustavad Eesti eksperdid kaasaegse politseitöö aluseid , uuemaid meetodeid .;100.0;100.0;100.0
74727;Train/aja_luup200202_osa_2_ud211.conllu;Kui 1997. aasta lõpul puhkes Aasia majanduskriis , tuli oma toetusprogrammidega appi Rahvusvaheline Valuutafond IMF .;29;34;Aasia;free;Kui 1997. aasta lõpul puhkes majanduskriis , tuli oma toetusprogrammidega appi Rahvusvaheline Valuutafond IMF .;100.0;100.0;100.0
74728;Train/aja_luup200202_osa_2_ud211.conllu;Kui 1997. aasta lõpul puhkes Aasia majanduskriis , tuli oma toetusprogrammidega appi Rahvusvaheline Valuutafond IMF .;56;59;oma;free;Kui 1997. aasta lõpul puhkes Aasia majanduskriis , tuli toetusprogrammidega appi Rahvusvaheline Valuutafond IMF .;100.0;100.0;100.0
74778;Train/aja_ml200247_osa_3_ud211.conllu;Teenuse tellib klient ise .;22;25;ise;free;Teenuse tellib klient .;100.0;100.0;100.0
74784;Train/ilu_remsu_ud211.conllu;Teist olen ma näinud Kõzõli linnas Tõvas .;35;40;Tõvas;free;Teist olen ma näinud Kõzõli linnas .;100.0;100.0;100.0
74827;Dev/aja_luup200009_ud211.conllu;“ Tegin oma igapäevast tööd . ”;8;11;oma;free;“ Tegin igapäevast tööd . ”;100.0;100.0;100.0
74858;Train/aja_ml200247_osa_4_ud211.conllu;Eri hinnangutele tuginedes on Lacto võlg piimatootjate ees üle 30 miljoni krooni .;41;58;piimatootjate ees;free;Eri hinnangutele tuginedes on Lacto võlg üle 30 miljoni krooni .;100.0;100.0;100.0
74877;Train/tea_geofyysika.conllu;Osutus , et tuuma aine sulamistemperatuur tema tegelikkuse ülikõrgetel rõhkudel on mitusada kraadi madalam kui varem arvati .;42;46;tema;free;Osutus , et tuuma aine sulamistemperatuur tegelikkuse ülikõrgetel rõhkudel on mitusada kraadi madalam kui varem arvati .;100.0;100.0;100.0
74878;Train/tea_geofyysika.conllu;Osutus , et tuuma aine sulamistemperatuur tema tegelikkuse ülikõrgetel rõhkudel on mitusada kraadi madalam kui varem arvati .;42;79;tema tegelikkuse ülikõrgetel rõhkudel;free;Osutus , et tuuma aine sulamistemperatuur on mitusada kraadi madalam kui varem arvati .;100.0;100.0;100.0
74879;Train/tea_geofyysika.conllu;Osutus , et tuuma aine sulamistemperatuur tema tegelikkuse ülikõrgetel rõhkudel on mitusada kraadi madalam kui varem arvati .;47;58;tegelikkuse;free;Osutus , et tuuma aine sulamistemperatuur tema ülikõrgetel rõhkudel on mitusada kraadi madalam kui varem arvati .;100.0;100.0;100.0
74885;Train/aja_ee200110_osa_10_ud211.conllu;Niemeyeri vabavormilise modernismi varaseimaks väljenduseks on hooned Pampulha kuurortlinnas .;70;92;Pampulha kuurortlinnas;free;Niemeyeri vabavormilise modernismi varaseimaks väljenduseks on hooned .;100.0;100.0;100.0
