sentence_id,start,end,word_form,current_case,sentence,current_deprel,current_analysis
11630581,0,9,Dustballi,gen,"Dustballi eriti ei venita , Unbelievable Truthi vastupidiselt üliaeglane ” Building ” on ka nende pikal plaadil .",nsubj,"gen,prop,sg"
12776623,14,21,Levandi,gen,"Jaa , venitas Levandi üllatunult .",nsubj,"gen,prop,sg"
13280042,31,39,Kristina,gen,"Jaa-laa-vaa-he-tus , "" venitab Kristina , nagu aitaks see ka Dagi sammu pikemaks venitada .",nsubj,"gen,prop,sg"
13580515,3,9,Blairi,gen,"Et Blairi on oma , ilmselt nüüd siis EME lipule venitanud ka Andra Veidemann , võiks siit oodata huvitavat prouadevahelist konkurentsi ühe idee maaletooja nime pärast .",nsubj,"gen,prop,sg"
13580515,13,16,oma,gen,"Et Blairi on oma , ilmselt nüüd siis EME lipule venitanud ka Andra Veidemann , võiks siit oodata huvitavat prouadevahelist konkurentsi ühe idee maaletooja nime pärast .",nsubj,"gen,sg"
15367532,2,10,Kristina,gen,""" Kristina venitab pead vangutades : "" Eeei ooole .",nsubj,"gen,prop,sg"
12072048,16,24,Juraniga,gen,"Juhvelt vestles Juraniga viimast korda neljapäeval , päev enne ukrainlase äralendu .",nsubj,"gen,prop,sg"
1970070,14,23,parvlaeva,gen,Viking Line'i parvlaeva Gabriella vigastas reede õhtul tormisel Läänemerel vöörivisiiri .,nsubj,"com,gen,sg"
2120052,21,28,Inzaghi,gen,"29. minutil vigastas Inzaghi vasaku jala põlve , trauma tõsidus selgub pärast tänaseid uuringuid .",nsubj,"gen,prop,sg"
11815105,27,32,põlve,gen,"Tolles kohtumises vigastas põlve Marcus Camby ning kohe pärast mängu ilmnes , et 32 punkti toonud Latrell Sprewellil on pöialabavigastus .",nsubj,"com,gen,sg"
12905736,79,84,põlve,gen,Operatiivvärvides Opel Astrast parajasti väljunud korravalvureist vigastas üks põlve ning teine sai peapõrutuse .,nsubj,"com,gen,sg"
14271352,59,64,põlve,gen,Probleeme on ka Rockil – võidukorvi järgses melus vigastas põlve Georgi Tsintsadze .,nsubj,"com,gen,sg"
174573,44,47,osa,gen,"Lepingut ei avaldatud Riigi Teatajas , sest osa üldsusest oleks seepeale vihastanud “ tshe-kistide poputamise ” peale .",nsubj,"com,gen,sg"
13153724,52,57,neidu,adit,"Bollywoodi filmis « Doonor » näitlejadebüüdi teinud neidu vihastas hingepõhjani , et tema ja ta kaasnäitleja Lauri hääl filmis üldse ei kõla .",nsubj,"adit,com,sg"
14994917,0,7,Võiduau,gen,Võiduau Reimile ja Kristal vihastab : « Jälle !,nsubj,"gen,prop,sg"
11084125,126,137,Pentagonile,gen,"Kui seriaalis ainuke asitõend salajasse arhiivi peidetakse , vihjab viimases kaadris näidatav kuulus viienurkse hoone üheselt Pentagonile .",nsubj,"gen,prop,sg"
13178855,15,22,Opalile,gen,"Seabone vihjab Opalile , et Palmer on mõrtsukas .",nsubj,"gen,prop,sg"
7479189,108,113,Pätsi,gen,"Rootsis elanud  Elmar Kriisa  kohta näiteks räägiti , et tööl käib ta Ericssoni juures ja vabal ajal vihkab Pätsi .",nsubj,"gen,prop,sg"
20336789,7,11,mina,gen,'o_O': mina kooli ei vihka,nsubj,"com,gen,sg"
7240248,13,18,SMILE,gen,"Mullu alanud SMILE ( Studying Migration Integration for Living in Europe ) viis valgalaste grupi hiljuti Anguillara Sabaziasse , linna 30–40 km kaugusel Roomast .",nsubj,"gen,prop,sg"
12256795,21,27,keele-,gen,Emotsionaalse Haveli keele- või mõttevääratus viis naaberriigi peaministriga läbisaamise enam kui libedale jääle ja tuli slovakkide jaoks tegelikult nagu kingitus .,nsubj,"com,gen,sg"
17037289,20,26,Basile,gen,Läinud hooajal viis Basile Boca Juniorsi Argentiina meistriks .,nsubj,"gen,prop,sg"
43345,53,57,poja,gen,"Kui siis issi õhtul terve päeva võtetel kaasas olnud poja Valdur Põllu mootorrattaga koju viis , ajas poiss rinna uhkusega ette ja tõusis külgkorvis püsti , et kõik küla lapsed ikka näeks , millega isa teda sõidutab .",nsubj,"com,gen,sg"
910909,0,4,Tüli,gen,"Tüli Eesti Raudteega viiski depoo pankrotiseisundisse , kuna seoses kaubavagunite liikumise keelamisega selle aasta alguses on ettevõtte töö seiskunud .",nsubj,"gen,prop,sg"
952452,0,4,Tüli,gen,"Tüli Eesti Raudteega viiski Valga Külmvagunite Depoo pankrotiseisundisse , kuna seoses kaubavagunite liikumise keelamisega selle aasta alguses ettevõtte töö seiskunud .",nsubj,"gen,prop,sg"
992325,36,39,oma,gen,""" Meie poliitika tagab rahu , nende oma viib kokkupõrgete ja vaenuni , "" ütles Milosevic , väites , et kõigi opositsiooni plaanide taga on Lääs ja NATO .",nsubj,"gen,sg"
1001686,0,11,Sügislille-,gen,"Sügislille- ja nartsissisibulad viisin näiteks metsa alla , kui nad seal kevadel õitsesid , oli see nagu muinasjutt .",nsubj,"com,gen,sg"
1828895,6,16,tekstiili-,gen,"Leedu tekstiili- , mööbli- ja masinatootjad viivad tootmise odavama tööjõuga riikidesse , kuna ei suuda enam seista vastu nõrgast eurost tulenevale konkurentsisurvele maailmaturul , kirjutas Verslo zinios .",nsubj,"com,gen,sg"
1831326,45,52,kiirabi,gen,Jõgevamaa häirekeskuse dispetšeri sõnul viis kiirabi kell 22.55 korstna otsast alla roninud noormehe Tartu psühhiaatriahaiglasse .,nsubj,"com,gen,sg"
1832923,21,27,Sebrle,gen,Järgmisel suvel viis Sebrle tippmargi 8210 punktini .,nsubj,"gen,prop,sg"
1868961,28,34,avasid,,"Eile kell viis pärastlõunal avasid õllekuningas ja summerman viienda Õllesummeri , kus eestlased saavad kujundada oma maitset Eestis müüdavate õlledega , laulda , süüa ja pidutseda .",nsubj,"af,impf,indic,main,ps,ps2,sg"
2162061,35,46,Banaanikala,gen,"Nykštukas on koju viinud juba kaks Banaanikala Grand Prix'd , milleks on teatrimaskiga poisikese kuju .",nsubj,"com,gen,sg"
2378103,14,19,korvi,gen,Kandimaa kaks korvi viisid tartlased taas oma sõiduvette .,nsubj,"com,gen,sg"
2619446,28,33,Monte,,"Seni üht etappi võõrustanud Monte Carlo viib läbi kahepäevase GP-finaalvõistluse , mille nimeks World Athletics Final .",nsubj,prop
3095805,0,6,Maksu-,gen,"Maksu- ja Tolliamet viis 2007. aasta I poolaastal läbi 1001 maksukontrolli ning selle tulemusel määrati juurdemaksmisele kuuluvaid makse üle 1,1 miljardi krooni .",nsubj,"com,gen,sg"
3324561,75,81,punkti,gen,"Päeva superesituse tegi Hiina koondise ülipikk tsenter Yao Ming , kelle 39 punkti ja 13 lauapalli viisid meeskonna 69 : 62 võiduni Uus-Meremaa üle .",nsubj,"com,gen,sg"
3331295,47,52,Rahnu,gen,"14,23 tõkkejooksus ja 47.76 kettaheites viisid Rahnu liidriks .",nsubj,"com,gen,sg"
3457899,0,6,Maksu-,gen,"Maksu- ja tolliamet viis alates 25. maist läbi äibemaksukohustuslaste registri tavapärasest põhjalikuma kontrolli ning on sellest tänaseks päevaks kustutanud 1224 ettevõtet ja füüsilisest isikust ettevõtjat , teatas ameti pressiesindaja Aivar Pau .",nsubj,"com,gen,sg"
3606182,24,39,Rahvusmeeskoori,gen,"Läinud nädal viis Eesti Rahvusmeeskoori Stockholmi , kus koor osales dirigent Paavo Järvi käe all Sibeliuse "" Kullervo "" ettekandes ja plaadistamisel .",nsubj,"gen,prop,sg"
3617585,50,54,sula,gen,"Paldiskis , saartel ja Lääne-Eestis on vahepealne sula lume peaaegu minema viinud , kuid Vilms lootis , et täna-homme sajab igal pool väikegi lumekirme maha .",nsubj,"com,gen,sg"
3980886,33,39,Maksu-,gen,"TALLINN , 11. jaanuar ( EPLO ) - Maksu- ja tolliamet viis detsembri lõpus läbi kliendirahulolu küsitluse , mis ameti teatel näitas , et klientide rahulolu ameti teenustega on kõrge .",nsubj,"com,gen,sg"
4191978,42,52,personali-,gen,"Ida politseiprefektuuri teenistusosakonna personali- ja politseikontrollitalitus viis läbi distsiplinaarjuurdluse Rakvere politseiosakonna kriminaaltalituse politseiinspektori suhtes , kes 18.juuni öösel , olles alkoholijoobes , võttis ametiauto ning sõitis Viru-Nigula valda Unukse külla , kus tekitas vastastikuse tüli käigus kehavigastusi 59 -aastasele Antsule .",nsubj,"com,gen,sg"
4394395,17,28,Olympique'i,gen,11. minutil viis Olympique'i juhtima Fred ning 31. minutil sai puurivahist Iker Casillasest jagu Tiago .,nsubj,"gen,prop,sg"
4411980,0,6,Maksu-,gen,Maksu- ja tolliamet viis üheksa kuuga läbi 1562 maksukontrolli ning määras nende tulemusel kokku üle 352 miljoni krooni täiendavalt tasumisele kuuluvaid makse .,nsubj,"com,gen,sg"
4472049,2,8,Mareki,gen,""" Mareki ema viis poisi kuueaastaselt võistlustantsu õppima .",nsubj,"gen,prop,sg"
4572512,17,26,Riigikogu,gen,Kevad-suvel viis Riigikogu sisse tähelepanuväärsed muudatused käibemaksuseadusesse .,nsubj,"com,gen,sg"
4612692,11,14,ema,gen,Vahel viis ema tütred metsa leekama ja see oli midagi enamat kui lihtsalt korilus .,nsubj,"com,gen,sg"
4882860,29,37,Lepmetsa,gen,"Võtsin sõna : oleks mul viis Lepmetsa , siis ma ameeriklasi ei kardaks .",nsubj,"gen,prop,sg"
4975568,11,14,ema,gen,Vahel viis ema tütred metsa leekama ja see oli midagi enamat kui lihtsalt korilus .,nsubj,"com,gen,sg"
5140019,94,101,kiirabi,gen,"Kell 14.00 võeti haige koos arstidega kaatrile ja toimetati piirivalve Süsta merebaasi , kust kiirabi 1965. aastal sündinud mehe haiglasse viis .",nsubj,"com,gen,sg"
5173594,21,30,Riigikogu,gen,"Veebruari lõpus viis Riigikogu tulumaksuseadusse täienduse , mille järgi 1995. aastal EVP-de eest erastatud korteri müügist saadud tulu ei kuulu maksustamisele .",nsubj,"com,gen,sg"
5489774,78,84,abielu,gen,"Hispaania kuningas Juan Carlos ja kuninganna Sofia muretsevad , et nende poja abielu tavalise neiuga ei viiks selliste tagajärgedeni , mida on näha Suurbritannia kuningakojas .",nsubj,"com,gen,sg"
5621828,46,53,kiirabi,gen,"Enne kui politsei sündmuskohale jõudis , viis kiirabi naise Tartu Maarjamõisa haiglasse , kus tal tuvastati vaagnaluu murd ja haavad käel .",nsubj,"com,gen,sg"
5743480,0,7,Kiirabi,gen,"Kiirabi viid kannatanu Mustamäe kiirabihaigla intensiivravi osakonda , kus ta kell 22.43 suri .",nsubj,"com,gen,sg"
6445817,7,11,Türi,gen,2002 : Türi Viin,nsubj,"gen,prop,sg"
6560372,53,61,erirongi,gen,Kontserdipaika jõudmiseks viivad kolm elektriraudtee erirongi publiku Tallinnast Keilasse ja pärast ka pealinna tagasi .,nsubj,"com,gen,sg"
6669725,0,11,Kuperjanovi,gen,"Kuperjanovi ÜJP viib 21. – 24. aprillil Karula , Taheva , Tõlliste ja Õru vallas läbi pataljoniõppuse "" Tormihoiatus "" .",nsubj,"gen,prop,sg"
6703060,50,55,Lätti,adit,2003. aasta märtsis viis AS Flora Mayeri sarja ka Lätti .,nsubj,"adit,prop,sg"
6714381,0,4,Jüri,gen,"Jüri Ojamaa viis lapsed ka asjade hoidlasse ja seal oli nii palju huvitavat , et nii temal kui ka õpetajal läks raskeks rüblikuid juttu kuulamas hoida .",nsubj,"gen,prop,sg"
6733730,85,89,Kara,gen,"Rootsi naiskond mängis teises poolfinaalis 2 : 1 üle Kanada , kuigi 64. minutil viis Kara Lang karistuslöögist 30 meetrilt Kanada juhtima .",nsubj,"com,gen,sg"
6838275,56,61,Antti,gen,"Valga Welg seekord ei murdunud , vaid sattus hoogu ning Antti Vasar , Toomas Kandimaa ja Sharunas Skadas viisid veerandaja lõpuks Valga viigi lähedale , kuid veel kaotati seisus 24 : 22.",nsubj,"gen,prop,sg"
6949833,0,6,Ruumi-,gen,"Ruumi- ja ajapuudus ning vajadus kindlustada maksimaalne julgeolek viis selleni , et kõik 25 praegust ja tulevast Euroopa Liidu liiget on esindatud ainult viie ametnikuga .",nsubj,"com,gen,sg"
7085472,52,56,ühte,adit,"Õnneks on rongi tagaosas tühje kupeesid piisavalt , ühte neist Pushkin mu viiski .",nsubj,"adit,sg"
7202410,101,106,laenu,gen,"Kui aktsiate hinnalanguse tõttu pole laenu tagatiseks olnud aktsiate väärtus enam piisav , siis viib laenu saaja tagatise lepinguga vastavusse või nõuab laenu andja laenu tagatiseks olnud aktsiad laenu katteks .",nsubj,"com,gen,sg"
7270952,85,91,kraavi,adit,Riidaja mõisa tiik asub Riidaja pargis ning sealt sisse-välja viib vaid kaks madalat kraavi .,nsubj,"adit,com,sg"
7662852,0,4,Tüli,gen,Tüli isaga viis enese tapuni,nsubj,"com,gen,sg"
7707808,64,71,nõukogu,gen,Erastamisagentuuri nõukogu esimehe  Andres Lipstoki  sõnul viis nõukogu eilse otsusega oma tegevuse vastavusse Tallinna ringkonnakohtu ettekirjutustega .,nsubj,"com,gen,sg"
8175329,16,24,Bastille,gen,Teatavasti viis Bastille' vangla vallutamisega 14. juulil 1789. aastal alanud revolutsioon Prantsusmaa tollase kuninga Louis XVI avaliku hukkamiseni .,nsubj,"gen,prop,sg"
8380048,32,39,kiirabi,gen,"Praeguse statistika alusel viib kiirabi 50% patsientidest haiglasse , vaid kümnendik jääb haiglaravile , ütles Peeter Mardna sotsiaalministeeriumist .",nsubj,"com,gen,sg"
8466350,5,16,finaalmängu,gen,"Kaks finaalmängu nädalas on viinud selleni , et eestlane soovib koguni südamesopis hooaja kiiremini lõppevat .",nsubj,"com,gen,sg"
8521955,0,6,Teedki,gen,Teedki ukse juurde ei viinud .,nsubj,"gen,prop,sg"
9544515,52,58,metsa-,gen,Eesmärgi poole viivad ainult kitsad ning käänulised metsa- ja soorajad .,nsubj,"com,gen,sg"
9549767,56,67,Vallikraavi,gen,"Hoonestusõiguse suulisel enampakkumisel 3. märtsil viis Vallikraavi Kinnisvara hinna 1,4 miljoni kroonini , kuid keeldus oksjoni tulemustele alla kirjutamisest .",nsubj,"gen,prop,sg"
9687832,25,28,osa,gen,Vaid ühe ( ja väiksema ) osa maaelanike grupihuvide eest iga hinna eest seismine viis seekord vastuseisu põhiseaduse endaga .,nsubj,"com,gen,sg"
9995023,30,42,Reformiklubi,gen,Aasta hakul viis Eesti Noorte Reformiklubi läbi kirjutiste konkursi “ Vaba kodanik - vaba riik ” .,nsubj,"com,gen,sg"
10008859,2,6,Kala,gen,"“ Kala viime koju , ema praeb ära , ” ütles ta .",nsubj,"com,gen,sg"
10114880,14,27,Shakespeare'i,gen,"Nende seas 14 Shakespeare'i , viis Moliere'i , ka antiiki , muusikale , oopereid , samuti päris uusi näidendeid .",nsubj,"gen,prop,sg"
10114880,35,44,Moliere'i,gen,"Nende seas 14 Shakespeare'i , viis Moliere'i , ka antiiki , muusikale , oopereid , samuti päris uusi näidendeid .",nsubj,"gen,prop,sg"
10509910,44,48,RAMi,adit,Kõikidesse nendesse esinemispaikadesse viib RAMi erirong Kaspari juhtimisel .,nsubj,"adit,nominal,sg"
10856688,142,147,korvi,gen,"Meil on meeskonnas palju relvi , peame lihtsalt aru saama , keda ja kuidas kõige paremini kasutada , arvas Sundberg , kelle kolm järjestikust korvi kolmanda veerandaja keskel Kalevi lõplikult juhtima viisid .",nsubj,"com,gen,sg"
10914948,0,9,Astmeraha,gen,"Astmeraha aga viiks selleni , et kallima gümnaasiumiõpilase ( vajab rohkem tunde ) puhul oleks koolidel huvi , et gümnaasiumi jääks võimalikult palju õpilasi .",nsubj,"com,gen,sg"
10943161,44,51,Voosalu,gen,Kaheksa ja pooleminutilise mängu järel viis Voosalu Eesti ette juba 18 : 14.,nsubj,"com,gen,sg"
10992545,26,31,korvi,gen,"Kikerpilli kolmene , kolm korvi Teinilt ja Müürsepa pealtpanek viivad Eesti 39 : 26 juhtima , kui esimese poolaja lõpuni poolteist minutit .",nsubj,"com,gen,sg"
11114346,21,29,Kristina,gen,"Stardikiirendus viis Kristina Shmiguni tugevamatest esimesena rajale läinud Gavriljuki ees sekundiga juhtima , kuid poolteise kilomeetri järel edestas venelanna teda juba kümne sekundiga .",nsubj,"gen,prop,sg"
11285475,4,11,Piiroja,gen,"Kui Piiroja 34. minutil Eesti uhke pealöögiga juhtima viis ( "" Väravavaht arvas , et ma ei sega teda , aga mina arvasin teistmoodi . "" ) , ei eeldanud taolist põnevuslõppu küll mitte miski .",nsubj,"com,gen,sg"
11429049,73,76,ema,gen,"Vaatamata oma noorusele on Tanja juba staažikas pinksimängija , sest kui ema tütre Iljaz Mirzagajevi juurde treeningusse viis , oli tüdrukul eluaastaid alles kuus ja pikkust parasjagu niipalju , et vaevu ulatus nägema , mis laual toimub .",nsubj,"com,gen,sg"
11517779,88,94,Ariane,gen,Lisaks Saksa satelliidile viis Prantsuse Guyanas asuvast Kourou kosmodroomilt startinud Ariane kosmosesse ka Jaapani kolmetonnise kaugsidesatelliidi JCSAT-5 .,nsubj,"gen,prop,sg"
12006789,18,23,korvi,gen,"Kolm järjestikust korvi Erki Kivinukilt viisid Pirita kolme minutiga 12 : 3 juhtima , sama mehe korvid hoidsid mängu tasakaalus veel avaveerandi lõpuni .",nsubj,"com,gen,sg"
12572473,20,26,Leedsi,gen,Poolaja keskel viis Leedsi karistuslöögist juhtima Jimmy Floyd Hasselbaink .,nsubj,"gen,prop,sg"
12726879,4,9,Laari,gen,"Kui Laari come back viib ta nüüd teistkordselt valitsuse etteotsa , siis huvitaval kombel mängivad selles teatud rolli väliseestlased , kes küll võtsid valimistest osa vähesel määral .",nsubj,"gen,prop,sg"
12738250,115,120,korvi,gen,"Kaks ja pool minutit Saku Suurhalli kogunenud kolmele tuhandele pealtvaatajale rõõmustamiseks põhjust jagus - kaks korvi Rauno Pehkalt , üks Valmo Kriisalt ja Larry Danielsilt viisid Kalevi juhtima 9 : 0.",nsubj,"com,gen,sg"
12816592,5,10,korvi,gen,Kaks korvi Heiko Rannulalt ja üks Augenijus Vaskyselt viisid Rocki juhtima 68 : 58.,nsubj,"com,gen,sg"
12816812,23,27,vara,gen,berehituste käigus osa vara Laitse mõisa viinud .,nsubj,"com,gen,sg"
13023039,5,10,korvi,gen,"Kaks korvi Vallo Allingult , üks Tarmo Kikerpillilt viisid Rocki küll uuesti üheksa punktiga juhtima , veel 46 sekundit enne lõppu oldi ees 72 : 67 , kuid ikka läks asi teravaks .",nsubj,"com,gen,sg"
13114078,28,34,Ag2r-i,gen,"Kas pisar tuleb silma , kui Ag2r-i vormi keldrisse viid ?",nsubj,"com,gen,sg"
13536207,104,109,Nõmme,gen,"Veelgi hullem - möödus veel kaks minutit ning tenniseski Eesti meistriks kroonitud Andrei Luzkin , viis Nõmme juba 3 : 0 juhtima .",nsubj,"gen,prop,sg"
13774299,0,7,Kiirabi,gen,Kiirabi viis jalakäijad vigastustega Järvamaa haiglasse .,nsubj,"com,gen,sg"
14192438,0,7,Kiirabi,gen,"Kiirabi viis ohvrid haiglasse , politsei võttis julmuri kinni .",nsubj,"com,gen,sg"
14199118,0,7,Kiirabi,gen,"Kiirabi viis neiu haiglasse , kuid sealt lubati ta varsti koju .",nsubj,"com,gen,sg"
14431233,88,93,Lääne,gen,"Jäätmekäitlusfirma Ragn – Sells , kes otsib Loode – Eesti prügilale uut asupaika , viib Lääne – ja Harjumaa omavalitsustegelased ning riigiametnikud Rootsi , uudistama suurimat jäätmekäitluskeskust .",nsubj,"gen,prop,sg"
14730798,0,7,Kiirabi,gen,"Kiirabi viis kell 13 . 45 kannatanu Elva haiglasse , sealt jõudis Puusaag kell 15 . 15 reanimobiiliga Maarjamõisa haiglasse .",nsubj,"com,gen,sg"
14999240,132,143,baklažaani-,gen,"135kroonine Pizza Vegetariana ( oober parandab mu « vedzhetariana » hääldust , mis on tegelikult korrektne ) krõpsub kenasti , kuid baklažaani- ja suvikõrvitsakettad seene- , paprika- ja mozzarellatükkidel kulinaarnirvaanasse just ei vii .",nsubj,"com,gen,sg"
15003400,114,125,ekspertiisi,gen,Pärnu politsei otsis teisipäeval läbi kaabeltelefirma STV Pärnu filiaali ja viis Tallinna kriminalistikalaborisse ekspertiisi viis võltsingu- ja 25 piraatkahtlusega kiipkaarti .,nsubj,"com,gen,sg"
15540245,24,29,riski,,"Mõned meetmed , milleni riski väär tunnetamine viib , on absurdselt kallid .",nsubj,"imper,mod,neg,pres,ps,ps2,sg"
16504500,72,79,nõukogu,gen,"Niipalju kui on võimalik olnud välja selgitada , on sellel sihtasutusel nõukogu ja tema alluvuses viis agentuuri , kusjuures nende agentuuride moodustamise printsiip jääb mulle isiklikult arusaamatuks , sellepärast et ühelt poolt üks agentuur on turismiagentuur , seega toetaks nagu ühte majandusvaldkonda , teised agentuurid on teistpidi spetsiifilised ( tehnoloogia agentuur , regionaalarengu agentuur jne ) .",nsubj,"com,gen,sg"
16945977,58,66,trakeeni,gen,Võidule viis ratsaniku perekond Kruudale kuuluv 13aastane trakeeni täkk Palladium .,nsubj,"com,gen,sg"
373076,90,100,Solveigile,gen,"Päikesemaa on lapsepõlvemaa , tähenduslikke nimesid on ka Sölve ( = Hõbe , kuid viitab ka Solveigile ) .",nsubj,"gen,prop,sg"
8368718,43,54,Spenglerile,gen,V. Paavel ( 1938b ) viitab siinkohal jälle Spenglerile - kõrget kultuuri kandvad rahvad on vormis .,nsubj,"gen,prop,sg"
8490691,38,46,Tylorile,gen,"P. V. Zassodimski aga viitab otseselt Tylorile , talle on teada kuulsa antropoloogi animistlik usunditeooria .",nsubj,"gen,prop,sg"
15441039,8,12,mina,gen,"... aga mina mysqliga praegu ei viitsi seda teha , aga kunagi hiljem võib-olla ...",nsubj,"com,gen,sg"
7108287,0,10,Eksamitele,gen,Eksamitele Slavorzky suures õnnejoovastuses muidugi vilistas .,nsubj,"gen,prop,sg"
721448,47,52,pommi,gen,"Alles mõne nädala eest viskasid abordivastased pommi Alabama osariigi kliiniku pihta , tappes valvuri ja vigastades raskelt üht medõde .",nsubj,"com,gen,sg"
1008979,64,69,Roope,gen,"Erpetile oli Soome-Eesti tuur tõeliselt õnnetu , üleeile viskas Roope Mäkelä Espoo Honka võidukorvi lõpusireeni kõlades .",nsubj,"gen,prop,sg"
2074086,48,53,korvi,gen,"Sonics spurtis , kuid raskel hetkel viskas kaks korvi Rex Chapman .",nsubj,"com,gen,sg"
2166409,28,37,pühapäeva,gen,Tundmatu kurjategija viskas pühapäeva öösel kell 22.55 Tallinnas aadressil Katusepapi tänav 36 asuva elumaja esimese korruse korteri aknasse lõhkepaketi .,nsubj,"com,gen,sg"
2593383,43,48,maksa,,"Mingil hetkel viskas naistel kopsu nii üle maksa , et nad piirasid mu sisse , nõudsid paremat toitu , öömaja ning arstiabi .",nsubj,"aux,indic,neg,pres,ps"
2722155,23,28,Jussi,gen,"Võitjate poolel viskas Jussi Nieminen kaks , Aleksander Kuznetsov , Roman Razumovski , Maksim Ivanov , Igor Lavrov , Roman Potšinok ja Aleksander Vinogradov ühe värava .",nsubj,"gen,prop,sg"
2812789,20,24,Raja,gen,Senise margi viskas Raja tänavu suvel Kadriorus EK-võistluste superliiga jõuproovil ja see oli 58.89.,nsubj,"com,gen,sg"
2886602,29,40,normaalaega,adit,"Peale 3 : 3 viigiga lõppenud normaalaega viskas Poola lisaajal kiire värava ja sellega oli kohtumine lõppenud poolakate 4 : 3 võiduga , vahendab  .",nsubj,"adit,com,sg"
3786514,2,9,Lõviosa,gen,""" Lõviosa neist viskas ta just teisel poolajal , "" täpsustas Sokk .",nsubj,"com,gen,sg"
4549078,47,51,mina,gen,Nimelt 1967. aastal Kotkas võisteldes viskasin mina oma elu tippmargi 81.20 just sellesama Heldi firma odaga .,nsubj,"com,gen,sg"
6187657,25,33,Kristina,gen,"Mõni aasta tagasi viskas Kristina Lahtis kaotuse toonud suusad määrdepealiku Kristijan-Thor Vähi jalge ette ja käratas : "" Kas meil hooldemehi polegi ? """,nsubj,"gen,prop,sg"
7941009,58,61,S-i,gen,""" Ei tea küll , missugune pensionär seda arvas , "" viskab S-i ema killu .",nsubj,"gen,nominal,sg"
8224584,30,35,Antti,gen,"Meeskonnast Valga Welg viskas Antti Vasar 17 , Sharunas Skadas ja Toomas Kandimaa kumbki 15 , Heiko Rannula üheksa , Vallo Reinkort viis ja Toomas Liivak ühe punkti .",nsubj,"gen,prop,sg"
8640936,86,95,Edmontoni,gen,"Viimati oli Stanley karikavõistluste finaalmäng veel pikemaks veninud 15. mail 1990 - Edmontoni Oilers viskas siis Bostoni Bruinsi vastu võiduvärava , kui kolmandast lisaajast oli kulunud 15.13.",nsubj,"gen,prop,sg"
9709943,23,28,Marti,adit,Võitjate kasuks viskas Marti Lasn 24 ja Tiit Teniste 18 punkti .,nsubj,"adit,com,sg"
10678919,9,15,viigi-,gen,"” Esmalt viigi- ja seejärel ka võiduvärava ( lisaks üks sööt ) viskas võitjate poolel  Bruno Zarrillo  , kes nüüd on Itaalia koondise kõigi aegade väravaküttide pingereas 55 tabamusega neljandal kohal .",nsubj,"com,gen,sg"
11127845,22,29,Jõgioja,gen,Soolo lõppedes viskab Jõgioja pulgad publiku sekka ja lööb veel mõned korrad peaga .,nsubj,"com,gen,sg"
11614286,0,9,Shaquille,gen,"Shaquille O'Neal ( LA Lakers ) viskas 30 ,",nsubj,"gen,prop,sg"
11635117,22,29,Heinaru,gen,"Lisaks Pärnale viskas Heinaru 13 , Kullamäe 14 , Ando Tagamets 11 ja Daniels 10 punkti .",nsubj,"com,gen,sg"
11856953,66,71,maksa,,"Sama kordus teisel katsel ning ilusmees Ludwigil viskas kopsu üle maksa : ta eiras ilmselt kättemaksuks teletiimile ettenähtud liikumisjoonist , kalpsates laval edasi-tagasi nii kuis pähe tuli .",nsubj,"indic,mod,neg,pres,ps"
11895680,24,33,Shaquille,gen,Lakersi resultatiivseim Shaquille O'Neal viskas oma 36 punktist vaid neli lisaaegadel .,nsubj,"gen,prop,sg"
12822858,27,32,maksa,,"Mees , kel viskas kops üle maksa , et Cool D midagi enam ei tee .",nsubj,"imper,main,neg,pres,ps,ps2,sg"
13033143,27,31,Geri,gen,"Kui pidu oli läbi , viskas Geri toidu ülejäägid prügikotti , tõmbas sellele sõlme peale ja viis garaaži .",nsubj,"gen,prop,sg"
13174957,33,41,Lapointe,gen,Kolmanda perioodi alguses viskas Lapointe ( 41 .,nsubj,"gen,prop,sg"
13407082,41,46,Antti,gen,Otsustava korvi viskas viimasel sekundil Antti Vasar .,nsubj,"gen,prop,sg"
14002521,17,21,Kala,gen,"Siinkohal viskab Kala kivi trükikodade kapsaaeda : « Pool teksti läheb köitmisel kaduma , sest paberit hoitakse kokku .",nsubj,"com,gen,sg"
14292362,36,41,maksa,,Kohati viskab ikka kopsu tõesti üle maksa .,nsubj,"af,imper,mod,pres,ps,ps2,sg"
15966922,0,5,gif-i,gen,gif-i või oopis viskad ise mingid pildid ritta .. oleks ju paljutoredam,nsubj,"com,gen,sg"
16715830,5,10,korvi,gen,"Kaks korvi viskas spurdi jooksul Pietrus , korvi all tegi palju pahandust elu teise koondise mängu pidanud Vincent Masingue .",nsubj,"com,gen,sg"
16723397,5,10,korvi,gen,Mitu korvi Kuusmaa viskas ?,nsubj,"com,gen,sg"
16878939,22,27,posti,gen,Kui üritab teha teema/posti siis viskab kirja :,nsubj,"com,gen,sg"
17296386,46,53,ekraani,gen,"Mure selline , et ... ühel heal päeval viskas ekraani lihtsalt valgeks .",nsubj,"com,gen,sg"
17814943,117,122,maksa,,"Peale kaklust rusikatega ei vehita ja ju siis olite nii pede nägudega , et isegi suvalisel inimesel viskas kopsu üle maksa .",nsubj,"imper,main,neg,pres,ps,ps2,sg"
19523589,9,14,putsi,gen,JANN_15: putsi vot see viskab alles kopa ette,nsubj,"com,gen,sg"
